6.268000030999999694e+01,-1.104361916000000043e+01,1.850552439999999965e+00
6.127999877999999967e+01,-1.095258394999999929e+01,1.887034853000000068e+00
6.268000030999999694e+01,-1.098392390999999968e+01,1.731161951999999893e+00
6.127999877999999967e+01,-1.097203778999999990e+01,1.400685667999999939e+00
5.993600081999999674e+01,-1.076945272999999936e+01,1.522184152999999984e+00
6.268000030999999694e+01,-1.128240012999999919e+01,1.253600000999999908e+00
6.268000030999999694e+01,-1.146148585999999980e+01,7.760381103000000280e-01
5.993600081999999674e+01,-1.097875325000000046e+01,1.008447000999999954e+00
6.268000030999999694e+01,-1.152118111000000056e+01,5.770539741000000333e-01
6.415200043000000107e+01,-1.191394329000000063e+01,3.054857254000000188e-01
6.415200043000000107e+01,-1.179174899999999937e+01,1.832914351999999913e-01
6.415200043000000107e+01,-1.154736042000000040e+01,-6.109714507999999822e-02
6.415200043000000107e+01,-1.154736042000000040e+01,-3.054857254000000188e-01
5.993600081999999674e+01,-1.113097190999999953e+01,-5.137371420999999883e-01
6.415200043000000107e+01,-1.166955470999999989e+01,-6.720685959000000098e-01
6.415200043000000107e+01,-1.166955470999999989e+01,-8.553600311000000289e-01
5.993600081999999674e+01,-1.113097190999999953e+01,-1.084556222000000014e+00
6.415200043000000107e+01,-1.142516612999999914e+01,-1.466331481999999964e+00
6.127999877999999967e+01,-1.114712334000000027e+01,-1.634133338999999907e+00
6.268000030999999694e+01,-1.132219695999999942e+01,-1.512279391000000084e+00
6.268000030999999694e+01,-1.116300964000000029e+01,-1.671466708000000079e+00
6.127999877999999967e+01,-1.114712334000000027e+01,-1.809219002999999937e+00
6.127999877999999967e+01,-1.132220936000000044e+01,-1.984304725999999963e+00
6.268000030999999694e+01,-1.133356747999999925e+01,-2.055221744999999878e+00
5.993600081999999674e+01,-1.113097190999999953e+01,-2.226194382000000083e+00
6.415200043000000107e+01,-1.130297183999999966e+01,-2.016205788000000165e+00
5.993600081999999674e+01,-1.113097190999999953e+01,-2.511603832000000036e+00
6.268000030999999694e+01,-1.136199378999999965e+01,-2.487301587999999786e+00
6.127999877999999967e+01,-1.126384735000000070e+01,-2.509561825000000024e+00
6.127999877999999967e+01,-1.114712334000000027e+01,-2.626285632000000092e+00
6.415200043000000107e+01,-1.145571469999999970e+01,-2.520257234999999874e+00
6.268000030999999694e+01,-1.128240012999999919e+01,-2.925066709999999848e+00
6.268000030999999694e+01,-1.116300964000000029e+01,-3.104152441000000096e+00
6.127999877999999967e+01,-1.126384735000000070e+01,-3.034819006999999846e+00
6.127999877999999967e+01,-1.110821533000000017e+01,-3.073726932000000023e+00
6.415200043000000107e+01,-1.138443469999999991e+01,-3.034491538999999793e+00
5.993600081999999674e+01,-1.113097190999999953e+01,-3.025340985999999788e+00
6.127999877999999967e+01,-1.114712334000000027e+01,-3.326628447000000044e+00
6.127999877999999967e+01,-1.126384735000000070e+01,-3.501714230000000150e+00
5.993600081999999674e+01,-1.113097190999999953e+01,-3.539078116000000218e+00
6.415200043000000107e+01,-1.142516612999999914e+01,-3.604731559999999835e+00
6.415200043000000107e+01,-1.148626327999999930e+01,-3.849120140000000134e+00
5.993600081999999674e+01,-1.113097190999999953e+01,-3.995733500000000049e+00
6.268000030999999694e+01,-1.148138428000000033e+01,-4.118971347999999644e+00
6.127999877999999967e+01,-1.126384735000000070e+01,-4.065879344999999923e+00
6.127999877999999967e+01,-1.126384735000000070e+01,-4.377142906000000444e+00
6.268000030999999694e+01,-1.134209537999999995e+01,-4.477142811000000222e+00
5.993600081999999674e+01,-1.124513531000000022e+01,-4.509470463000000429e+00
6.415200043000000107e+01,-1.148626327999999930e+01,-4.521188736000000041e+00
6.127999877999999967e+01,-1.108876133000000053e+01,-4.610590338999999815e+00
6.415200043000000107e+01,-1.134370327000000067e+01,-4.948868752000000093e+00
6.127999877999999967e+01,-1.103039932000000078e+01,-5.019123793000000333e+00
5.993600081999999674e+01,-1.090264415999999947e+01,-5.308617114999999664e+00
5.742399979000000343e+01,-1.066445732000000035e+01,1.804754256999999917e+00
5.297600174000000095e+01,-1.031770706000000004e+01,1.841546743999999958e+00
5.742399979000000343e+01,-1.050038862000000073e+01,1.421927570999999890e+00
